Notes,State,State Code,Year,Year Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
Total,Kentucky,21,2015,2015,,,46564,4425092,1052.3,924.7,0.10%
,Kentucky,21,2016,2016,Drug-induced causes,D,1525,4436974,34.4,36.1,0.00%
,Kentucky,21,2016,2016,Alcohol-induced causes,A,500,4436974,11.3,9.7,0.00%
,Kentucky,21,2016,2016,All other non-drug and non-alcohol causes,O,45802,4436974,1032.3,892.6,0.10%
Total,Kentucky,21,2016,2016,,,47827,4436974,1077.9,938.4,0.10%
,Kentucky,21,2017,2017,Drug-induced causes,D,1662,4454189,37.3,39.5,0.00%
,Kentucky,21,2017,2017,Alcohol-induced causes,A,484,4454189,10.9,9.6,0.00%
,Kentucky,21,2017,2017,All other non-drug and non-alcohol causes,O,46066,4454189,1034.2,880.9,0.10%
Total,Kentucky,21,2017,2017,,,48212,4454189,1082.4,929.9,0.10%
Total,Kentucky,21,,,,,800867,80960850,989.2,939.2,1.70%
,Louisiana,22,1999,1999,Drug-induced causes,D,246,4460811,5.5,5.7,0.00%
,Louisiana,22,1999,1999,Alcohol-induced causes,A,301,4460811,6.7,7.1,0.00%
,Louisiana,22,1999,1999,All other non-drug and non-alcohol causes,O,40691,4460811,912.2,1008.8,0.10%
Total,Louisiana,22,1999,1999,,,41238,4460811,924.5,1021.6,0.10%
,Louisiana,22,2000,2000,Drug-induced causes,D,335,4468976,7.5,7.6,0.00%
,Louisiana,22,2000,2000,Alcohol-induced causes,A,223,4468976,5,5.2,0.00%
,Louisiana,22,2000,2000,All other non-drug and non-alcohol causes,O,40580,4468976,908,993.5,0.10%
Total,Louisiana,22,2000,2000,,,41138,4468976,920.5,1006.3,0.10%
,Louisiana,22,2001,2001,Drug-induced causes,D,351,4477875,7.8,8,0.00%
,Louisiana,22,2001,2001,Alcohol-induced causes,A,238,4477875,5.3,5.4,0.00%
,Louisiana,22,2001,2001,All other non-drug and non-alcohol causes,O,41168,4477875,919.4,999.7,0.10%
Total,Louisiana,22,2001,2001,,,41757,4477875,932.5,1013.1,0.10%
,Louisiana,22,2002,2002,Drug-induced causes,D,468,4497267,10.4,10.6,0.00%
,Louisiana,22,2002,2002,Alcohol-induced causes,A,231,4497267,5.1,5.2,0.00%
,Louisiana,22,2002,2002,All other non-drug and non-alcohol causes,O,41285,4497267,918,992.7,0.10%
Total,Louisiana,22,2002,2002,,,41984,4497267,933.5,1008.5,0.10%
,Louisiana,22,2003,2003,Drug-induced causes,D,630,4521042,13.9,14.3,0.00%
,Louisiana,22,2003,2003,Alcohol-induced causes,A,227,4521042,5,5,0.00%
,Louisiana,22,2003,2003,All other non-drug and non-alcohol causes,O,41862,4521042,925.9,994.4,0.10%
Total,Louisiana,22,2003,2003,,,42719,4521042,944.9,1013.7,0.10%
,Louisiana,22,2004,2004,Drug-induced causes,D,656,4552238,14.4,14.7,0.00%
,Louisiana,22,2004,2004,Alcohol-induced causes,A,216,4552238,4.7,4.7,0.00%
,Louisiana,22,2004,2004,All other non-drug and non-alcohol causes,O,41343,4552238,908.2,970,0.10%
Total,Louisiana,22,2004,2004,,,42215,4552238,927.3,989.4,0.10%
,Louisiana,22,2005,2005,Drug-induced causes,D,752,4576628,16.4,16.7,0.00%
,Louisiana,22,2005,2005,Alcohol-induced causes,A,216,4576628,4.7,4.6,0.00%
,Louisiana,22,2005,2005,All other non-drug and non-alcohol causes,O,43387,4576628,948,1002.4,0.10%
Total,Louisiana,22,2005,2005,,,44355,4576628,969.2,1023.7,0.10%
,Louisiana,22,2006,2006,Drug-induced causes,D,800,4302665,18.6,18.7,0.00%
,Louisiana,22,2006,2006,Alcohol-induced causes,A,221,4302665,5.1,4.9,0.00%
,Louisiana,22,2006,2006,All other non-drug and non-alcohol causes,O,39024,4302665,907,936.8,0.10%
Total,Louisiana,22,2006,2006,,,40045,4302665,930.7,960.5,0.10%
,Louisiana,22,2007,2007,Drug-induced causes,D,862,4375581,19.7,20.1,0.00%
,Louisiana,22,2007,2007,Alcohol-induced causes,A,202,4375581,4.6,4.4,0.00%
,Louisiana,22,2007,2007,All other non-drug and non-alcohol causes,O,38902,4375581,889.1,913.1,0.10%
Total,Louisiana,22,2007,2007,,,39966,4375581,913.4,937.5,0.10%
,Louisiana,22,2008,2008,Drug-induced causes,D,686,4435586,15.5,15.7,0.00%
,Louisiana,22,2008,2008,Alcohol-induced causes,A,210,4435586,4.7,4.4,0.00%
,Louisiana,22,2008,2008,All other non-drug and non-alcohol causes,O,40324,4435586,909.1,925.8,0.10%
Total,Louisiana,22,2008,2008,,,41220,4435586,929.3,946,0.10%
,Louisiana,22,2009,2009,Drug-induced causes,D,623,4491648,13.9,14,0.00%
,Louisiana,22,2009,2009,Alcohol-induced causes,A,219,4491648,4.9,4.6,0.00%
,Louisiana,22,2009,2009,All other non-drug and non-alcohol causes,O,39440,4491648,878.1,889.2,0.10%
Total,Louisiana,22,2009,2009,,,40282,4491648,896.8,907.8,0.10%
,Louisiana,22,2010,2010,Drug-induced causes,D,616,4533372,13.6,13.7,0.00%
,Louisiana,22,2010,2010,Alcohol-induced causes,A,235,4533372,5.2,4.8,0.00%
,Louisiana,22,2010,2010,All other non-drug and non-alcohol causes,O,39816,4533372,878.3,885.2,0.10%
Total,Louisiana,22,2010,2010,,,40667,4533372,897.1,903.8,0.10%
,Louisiana,22,2011,2011,Drug-induced causes,D,618,4574836,13.5,13.9,0.00%
,Louisiana,22,2011,2011,Alcohol-induced causes,A,190,4574836,4.2,3.9,0.00%
,Louisiana,22,2011,2011,All other non-drug and non-alcohol causes,O,40082,4574836,876.1,868.8,0.10%
Total,Louisiana,22,2011,2011,,,40890,4574836,893.8,886.6,0.10%
,Louisiana,22,2012,2012,Drug-induced causes,D,588,4601893,12.8,12.8,0.00%
,Louisiana,22,2012,2012,Alcohol-induced causes,A,215,4601893,4.7,4.4,0.00%
,Louisiana,22,2012,2012,All other non-drug and non-alcohol causes,O,41517,4601893,902.2,881.3,0.10%
Total,Louisiana,22,2012,2012,,,42320,4601893,919.6,898.6,0.10%
,Louisiana,22,2013,2013,Drug-induced causes,D,836,4625470,18.1,18.4,0.00%
,Louisiana,22,2013,2013,Alcohol-induced causes,A,299,4625470,6.5,5.8,0.00%
,Louisiana,22,2013,2013,All other non-drug and non-alcohol causes,O,42135,4625470,910.9,873.6,0.10%
Total,Louisiana,22,2013,2013,,,43270,4625470,935.5,897.7,0.10%
,Louisiana,22,2014,2014,Drug-induced causes,D,810,4649676,17.4,17.6,0.00%
,Louisiana,22,2014,2014,Alcohol-induced causes,A,330,4649676,7.1,6.5,0.00%
,Louisiana,22,2014,2014,All other non-drug and non-alcohol causes,O,42729,4649676,919,870.1,0.10%
Total,Louisiana,22,2014,2014,,,43869,4649676,943.5,894.2,0.10%
,Louisiana,22,2015,2015,Drug-induced causes,D,901,4670724,19.3,19.9,0.00%
,Louisiana,22,2015,2015,Alcohol-induced causes,A,388,4670724,8.3,7.6,0.00%
,Louisiana,22,2015,2015,All other non-drug and non-alcohol causes,O,42427,4670724,908.4,846.7,0.10%
Total,Louisiana,22,2015,2015,,,43716,4670724,936,874.2,0.10%
,Louisiana,22,2016,2016,Drug-induced causes,D,1036,4681666,22.1,22.7,0.00%
,Louisiana,22,2016,2016,Alcohol-induced causes,A,325,4681666,6.9,6.2,0.00%
,Louisiana,22,2016,2016,All other non-drug and non-alcohol causes,O,42945,4681666,917.3,841.6,0.10%
Total,Louisiana,22,2016,2016,,,44306,4681666,946.4,870.5,0.10%
,Louisiana,22,2017,2017,Drug-induced causes,D,1138,4684333,24.3,25.1,0.00%
,Louisiana,22,2017,2017,Alcohol-induced causes,A,341,4684333,7.3,6.6,0.00%
,Louisiana,22,2017,2017,All other non-drug and non-alcohol causes,O,44325,4684333,946.2,849.4,0.10%
Total,Louisiana,22,2017,2017,,,45804,4684333,977.8,881.1,0.10%
Total,Louisiana,22,,,,,801761,86182287,930.3,940.1,1.70%
,Maine,23,1999,1999,Drug-induced causes,D,70,1266808,5.5,5.5,0.00%
,Maine,23,1999,1999,Alcohol-induced causes,A,106,1266808,8.4,7.7,0.00%
,Maine,23,1999,1999,All other non-drug and non-alcohol causes,O,12085,1266808,954,852.8,0.00%
Total,Maine,23,1999,1999,,,12261,1266808,967.9,865.9,0.00%
,Maine,23,2000,2000,Drug-induced causes,D,62,1274923,4.9,4.9,0.00%
,Maine,23,2000,2000,Alcohol-induced causes,A,97,1274923,7.6,6.9,0.00%
,Maine,23,2000,2000,All other non-drug and non-alcohol causes,O,12195,1274923,956.5,847.6,0.00%
Total,Maine,23,2000,2000,,,12354,1274923,969,859.4,0.00%
,Maine,23,2001,2001,Drug-induced causes,D,92,1285692,7.2,7,0.00%
,Maine,23,2001,2001,Alcohol-induced causes,A,94,1285692,7.3,6.5,0.00%
,Maine,23,2001,2001,All other non-drug and non-alcohol causes,O,12235,1285692,951.6,835.1,0.00%
Total,Maine,23,2001,2001,,,12421,1285692,966.1,848.7,0.00%
,Maine,23,2002,2002,Drug-induced causes,D,147,1295960,11.3,11.5,0.00%
,Maine,23,2002,2002,Alcohol-induced causes,A,101,1295960,7.8,7,0.00%
,Maine,23,2002,2002,All other non-drug and non-alcohol causes,O,12446,1295960,960.4,835.2,0.00%
Total,Maine,23,2002,2002,,,12694,1295960,979.5,853.7,0.00%
,Maine,23,2003,2003,Drug-induced causes,D,134,1306513,10.3,10.4,0.00%
,Maine,23,2003,2003,Alcohol-induced causes,A,117,1306513,9,7.8,0.00%
,Maine,23,2003,2003,All other non-drug and non-alcohol causes,O,12289,1306513,940.6,811.7,0.00%
Total,Maine,23,2003,2003,,,12540,1306513,959.8,829.8,0.00%
,Maine,23,2004,2004,Drug-induced causes,D,145,1313688,11,11.3,0.00%
,Maine,23,2004,2004,Alcohol-induced causes,A,106,1313688,8.1,6.9,0.00%
,Maine,23,2004,2004,All other non-drug and non-alcohol causes,O,12192,1313688,928.1,794.8,0.00%
Total,Maine,23,2004,2004,,,12443,1313688,947.2,813,0.00%
,Maine,23,2005,2005,Drug-induced causes,D,168,1318787,12.7,12.8,0.00%
,Maine,23,2005,2005,Alcohol-induced causes,A,131,1318787,9.9,8.2,0.00%
,Maine,23,2005,2005,All other non-drug and non-alcohol causes,O,12569,1318787,953.1,807.2,0.00%
Total,Maine,23,2005,2005,,,12868,1318787,975.7,828.2,0.00%
,Maine,23,2006,2006,Drug-induced causes,D,166,1323619,12.5,12.5,0.00%
,Maine,23,2006,2006,Alcohol-induced causes,A,114,1323619,8.6,7.4,0.00%
,Maine,23,2006,2006,All other non-drug and non-alcohol causes,O,12014,1323619,907.7,755.2,0.00%
Total,Maine,23,2006,2006,,,12294,1323619,928.8,775.1,0.00%
,Maine,23,2007,2007,Drug-induced causes,D,161,1327040,12.1,12.5,0.00%
,Maine,23,2007,2007,Alcohol-induced causes,A,133,1327040,10,8.1,0.00%
,Maine,23,2007,2007,All other non-drug and non-alcohol causes,O,12199,1327040,919.3,751.1,0.00%
Total,Maine,23,2007,2007,,,12493,1327040,941.4,771.6,0.00%
,Maine,23,2008,2008,Drug-induced causes,D,162,1330509,12.2,12.3,0.00%
,Maine,23,2008,2008,Alcohol-induced causes,A,99,1330509,7.4,6.1,0.00%
,Maine,23,2008,2008,All other non-drug and non-alcohol causes,O,12280,1330509,923,741,0.00%
Total,Maine,23,2008,2008,,,12541,1330509,942.6,759.4,0.00%
,Maine,23,2009,2009,Drug-induced causes,D,182,1329590,13.7,13.3,0.00%
,Maine,23,2009,2009,Alcohol-induced causes,A,133,1329590,10,8.3,0.00%
,Maine,23,2009,2009,All other non-drug and non-alcohol causes,O,12279,1329590,923.5,731,0.00%
Total,Maine,23,2009,2009,,,12594,1329590,947.2,752.6,0.00%
,Maine,23,2010,2010,Drug-induced causes,D,140,1328361,10.5,10.7,0.00%
,Maine,23,2010,2010,Alcohol-induced causes,A,132,1328361,9.9,7.6,0.00%
,Maine,23,2010,2010,All other non-drug and non-alcohol causes,O,12478,1328361,939.4,731.3,0.00%
Total,Maine,23,2010,2010,,,12750,1328361,959.8,749.6,0.00%
,Maine,23,2011,2011,Drug-induced causes,D,160,1328188,12,12.1,0.00%
,Maine,23,2011,2011,Alcohol-induced causes,A,123,1328188,9.3,7.4,0.00%
,Maine,23,2011,2011,All other non-drug and non-alcohol causes,O,12718,1328188,957.5,733.3,0.00%
Total,Maine,23,2011,2011,,,13001,1328188,978.9,752.8,0.00%
,Maine,23,2012,2012,Drug-induced causes,D,157,1329192,11.8,12,0.00%
,Maine,23,2012,2012,Alcohol-induced causes,A,137,1329192,10.3,7.8,0.00%
,Maine,23,2012,2012,All other non-drug and non-alcohol causes,O,12576,1329192,946.1,710.5,0.00%
Total,Maine,23,2012,2012,,,12870,1329192,968.3,730.4,0.00%
,Maine,23,2013,2013,Drug-induced causes,D,183,1328302,13.8,13.9,0.00%
,Maine,23,2013,2013,Alcohol-induced causes,A,144,1328302,10.8,8.5,0.00%
,Maine,23,2013,2013,All other non-drug and non-alcohol causes,O,13220,1328302,995.3,731.9,0.00%
Total,Maine,23,2013,2013,,,13547,1328302,1019.9,754.2,0.00%
,Maine,23,2014,2014,Drug-induced causes,D,227,1330089,17.1,17.7,0.00%
,Maine,23,2014,2014,Alcohol-induced causes,A,150,1330089,11.3,8.8,0.00%
,Maine,23,2014,2014,All other non-drug and non-alcohol causes,O,13133,1330089,987.4,712.5,0.00%
Total,Maine,23,2014,2014,,,13510,1330089,1015.7,739,0.00%
,Maine,23,2015,2015,Drug-induced causes,D,278,1329328,20.9,22,0.00%
,Maine,23,2015,2015,Alcohol-induced causes,A,194,1329328,14.6,11.6,0.00%
,Maine,23,2015,2015,All other non-drug and non-alcohol causes,O,14007,1329328,1053.7,749.9,0.00%
Total,Maine,23,2015,2015,,,14479,1329328,1089.2,783.5,0.00%
,Maine,23,2016,2016,Drug-induced causes,D,369,1331479,27.7,29.9,0.00%
,Maine,23,2016,2016,Alcohol-induced causes,A,192,1331479,14.4,11.8,0.00%
,Maine,23,2016,2016,All other non-drug and non-alcohol causes,O,13621,1331479,1023,717.3,0.00%
Total,Maine,23,2016,2016,,,14182,1331479,1065.1,759,0.00%
,Maine,23,2017,2017,Drug-induced causes,D,443,1335907,33.2,35.7,0.00%
,Maine,23,2017,2017,Alcohol-induced causes,A,194,1335907,14.5,11.3,0.00%
,Maine,23,2017,2017,All other non-drug and non-alcohol causes,O,14039,1335907,1050.9,724.5,0.00%
Total,Maine,23,2017,2017,,,14676,1335907,1098.6,771.6,0.00%
Total,Maine,23,,,,,246518,25013975,985.5,784.4,0.50%
,Maryland,24,1999,1999,Drug-induced causes,D,660,5254509,12.6,12,0.00%
,Maryland,24,1999,1999,Alcohol-induced causes,A,314,5254509,6,6,0.00%
,Maryland,24,1999,1999,All other non-drug and non-alcohol causes,O,42115,5254509,801.5,889.1,0.10%
Total,Maryland,24,1999,1999,,,43089,5254509,820,907,0.10%
,Maryland,24,2000,2000,Drug-induced causes,D,657,5296486,12.4,11.9,0.00%
,Maryland,24,2000,2000,Alcohol-induced causes,A,294,5296486,5.6,5.5,0.00%
,Maryland,24,2000,2000,All other non-drug and non-alcohol causes,O,42802,5296486,808.1,891.5,0.10%
Total,Maryland,24,2000,2000,,,43753,5296486,826.1,908.9,0.10%
,Maryland,24,2001,2001,Drug-induced causes,D,676,5374691,12.6,12.1,0.00%
,Maryland,24,2001,2001,Alcohol-induced causes,A,278,5374691,5.2,5,0.00%
,Maryland,24,2001,2001,All other non-drug and non-alcohol causes,O,42885,5374691,797.9,870.9,0.10%
Total,Maryland,24,2001,2001,,,43839,5374691,815.7,888,0.10%
,Maryland,24,2002,2002,Drug-induced causes,D,759,5440389,14,13.5,0.00%
,Maryland,24,2002,2002,Alcohol-induced causes,A,295,5440389,5.4,5.2,0.00%
,Maryland,24,2002,2002,All other non-drug and non-alcohol causes,O,42916,5440389,788.8,853.5,0.10%
Total,Maryland,24,2002,2002,,,43970,5440389,808.2,872.3,0.10%
,Maryland,24,2003,2003,Drug-induced causes,D,834,5496269,15.2,14.8,0.00%
,Maryland,24,2003,2003,Alcohol-induced causes,A,283,5496269,5.1,5,0.00%
,Maryland,24,2003,2003,All other non-drug and non-alcohol causes,O,43382,5496269,789.3,844.7,0.10%
Total,Maryland,24,2003,2003,,,44499,5496269,809.6,864.5,0.10%
,Maryland,24,2004,2004,Drug-induced causes,D,721,5546935,13,12.7,0.00%
,Maryland,24,2004,2004,Alcohol-induced causes,A,280,5546935,5,4.8,0.00%
,Maryland,24,2004,2004,All other non-drug and non-alcohol causes,O,42231,5546935,761.3,806.2,0.10%
Total,Maryland,24,2004,2004,,,43232,5546935,779.4,823.7,0.10%
,Maryland,24,2005,2005,Drug-induced causes,D,696,5592379,12.4,12.1,0.00%
,Maryland,24,2005,2005,Alcohol-induced causes,A,281,5592379,5,4.7,0.00%
,Maryland,24,2005,2005,All other non-drug and non-alcohol causes,O,42915,5592379,767.4,801.3,0.10%
Total,Maryland,24,2005,2005,,,43892,5592379,784.9,818.1,0.10%
,Maryland,24,2006,2006,Drug-induced causes,D,805,5627367,14.3,13.9,0.00%
,Maryland,24,2006,2006,Alcohol-induced causes,A,294,5627367,5.2,4.9,0.00%
,Maryland,24,2006,2006,All other non-drug and non-alcohol causes,O,42483,5627367,754.9,777.2,0.10%
Total,Maryland,24,2006,2006,,,43582,5627367,774.5,795.9,0.10%
,Maryland,24,2007,2007,Drug-induced causes,D,807,5653408,14.3,13.8,0.00%
,Maryland,24,2007,2007,Alcohol-induced causes,A,338,5653408,6,5.5,0.00%
,Maryland,24,2007,2007,All other non-drug and non-alcohol causes,O,42612,5653408,753.7,764.7,0.10%
Total,Maryland,24,2007,2007,,,43757,5653408,774,784,0.10%
,Maryland,24,2008,2008,Drug-induced causes,D,731,5684965,12.9,12.4,0.00%
,Maryland,24,2008,2008,Alcohol-induced causes,A,269,5684965,4.7,4.4,0.00%
,Maryland,24,2008,2008,All other non-drug and non-alcohol causes,O,42892,5684965,754.5,752.8,0.10%
Total,Maryland,24,2008,2008,,,43892,5684965,772.1,769.6,0.10%
,Maryland,24,2009,2009,Drug-induced causes,D,768,5730388,13.4,12.9,0.00%
,Maryland,24,2009,2009,Alcohol-induced causes,A,296,5730388,5.2,4.7,0.00%
,Maryland,24,2009,2009,All other non-drug and non-alcohol causes,O,42779,5730388,746.5,732.6,0.10%
Total,Maryland,24,2009,2009,,,43843,5730388,765.1,750.2,0.10%
,Maryland,24,2010,2010,Drug-induced causes,D,674,5773552,11.7,11.4,0.00%
,Maryland,24,2010,2010,Alcohol-induced causes,A,291,5773552,5,4.5,0.00%
,Maryland,24,2010,2010,All other non-drug and non-alcohol causes,O,42360,5773552,733.7,712.7,0.10%
Total,Maryland,24,2010,2010,,,43325,5773552,750.4,728.6,0.10%
,Maryland,24,2011,2011,Drug-induced causes,D,731,5828289,12.5,12.1,0.00%
,Maryland,24,2011,2011,Alcohol-induced causes,A,307,5828289,5.3,4.7,0.00%
,Maryland,24,2011,2011,All other non-drug and non-alcohol causes,O,42707,5828289,732.8,699,0.10%
Total,Maryland,24,2011,2011,,,43745,5828289,750.6,715.8,0.10%
,Maryland,24,2012,2012,Drug-induced causes,D,860,5884563,14.6,14.2,0.00%
,Maryland,24,2012,2012,Alcohol-induced causes,A,274,5884563,4.7,4.1,0.00%
,Maryland,24,2012,2012,All other non-drug and non-alcohol causes,O,43343,5884563,736.6,690.9,0.10%
Total,Maryland,24,2012,2012,,,44477,5884563,755.8,709.1,0.10%
,Maryland,24,2013,2013,Drug-induced causes,D,908,5928814,15.3,14.9,0.00%
,Maryland,24,2013,2013,Alcohol-induced causes,A,322,5928814,5.4,4.8,0.00%
,Maryland,24,2013,2013,All other non-drug and non-alcohol causes,O,44459,5928814,749.9,690.7,0.10%
Total,Maryland,24,2013,2013,,,45689,5928814,770.6,710.4,0.10%
,Maryland,24,2014,2014,Drug-induced causes,D,1095,5976407,18.3,17.8,0.00%
,Maryland,24,2014,2014,Alcohol-induced causes,A,297,5976407,5,4.4,0.00%
,Maryland,24,2014,2014,All other non-drug and non-alcohol causes,O,44475,5976407,744.2,677.4,0.10%
Total,Maryland,24,2014,2014,,,45867,5976407,767.5,699.5,0.10%
,Maryland,24,2015,2015,Drug-induced causes,D,1320,6006401,22,21.4,0.00%
,Maryland,24,2015,2015,Alcohol-induced causes,A,301,6006401,5,4.4,0.00%
,Maryland,24,2015,2015,All other non-drug and non-alcohol causes,O,45626,6006401,759.6,679.9,0.10%
Total,Maryland,24,2015,2015,,,47247,6006401,786.6,705.7,0.10%
,Maryland,24,2016,2016,Drug-induced causes,D,2089,6016447,34.7,34,0.00%
,Maryland,24,2016,2016,Alcohol-induced causes,A,354,6016447,5.9,5.2,0.00%
,Maryland,24,2016,2016,All other non-drug and non-alcohol causes,O,46381,6016447,770.9,678.4,0.10%
Total,Maryland,24,2016,2016,,,48824,6016447,811.5,717.6,0.10%
,Maryland,24,2017,2017,Drug-induced causes,D,2296,6052177,37.9,37,0.00%
,Maryland,24,2017,2017,Alcohol-induced causes,A,393,6052177,6.5,5.5,0.00%
,Maryland,24,2017,2017,All other non-drug and non-alcohol causes,O,47237,6052177,780.5,675.6,0.10%
Total,Maryland,24,2017,2017,,,49926,6052177,824.9,718.1,0.10%
Total,Maryland,24,,,,,850448,108164436,786.3,776.1,1.80%
,Massachusetts,25,1999,1999,Drug-induced causes,D,512,6317345,8.1,7.8,0.00%
,Massachusetts,25,1999,1999,Alcohol-induced causes,A,354,6317345,5.6,5.5,0.00%
,Massachusetts,25,1999,1999,All other non-drug and non-alcohol causes,O,54974,6317345,870.2,800.7,0.10%
Total,Massachusetts,25,1999,1999,,,55840,6317345,883.9,814.1,0.10%
,Massachusetts,25,2000,2000,Drug-induced causes,D,484,6349097,7.6,7.4,0.00%
,Massachusetts,25,2000,2000,Alcohol-induced causes,A,341,6349097,5.4,5.3,0.00%
,Massachusetts,25,2000,2000,All other non-drug and non-alcohol causes,O,55856,6349097,879.7,805.2,0.10%
Total,Massachusetts,25,2000,2000,,,56681,6349097,892.7,817.9,0.10%
,Massachusetts,25,2001,2001,Drug-induced causes,D,714,6397634,11.2,10.9,0.00%
,Massachusetts,25,2001,2001,Alcohol-induced causes,A,346,6397634,5.4,5.2,0.00%
,Massachusetts,25,2001,2001,All other non-drug and non-alcohol causes,O,55694,6397634,870.5,795.3,0.10%
Total,Massachusetts,25,2001,2001,,,56754,6397634,887.1,811.4,0.10%
,Massachusetts,25,2002,2002,Drug-induced causes,D,736,6417206,11.5,11.2,0.00%
,Massachusetts,25,2002,2002,Alcohol-induced causes,A,384,6417206,6,5.7,0.00%
,Massachusetts,25,2002,2002,All other non-drug and non-alcohol causes,O,55808,6417206,869.7,789.1,0.10%
Total,Massachusetts,25,2002,2002,,,56928,6417206,887.1,806,0.10%
,Massachusetts,25,2003,2003,Drug-induced causes,D,876,6422565,13.6,13.4,0.00%
,Massachusetts,25,2003,2003,Alcohol-induced causes,A,391,6422565,6.1,5.8,0.00%
,Massachusetts,25,2003,2003,All other non-drug and non-alcohol causes,O,55024,6422565,856.7,769.5,0.10%
Total,Massachusetts,25,2003,2003,,,56291,6422565,876.5,788.7,0.10%
,Massachusetts,25,2004,2004,Drug-induced causes,D,704,6412281,11,10.8,0.00%
,Massachusetts,25,2004,2004,Alcohol-induced causes,A,365,6412281,5.7,5.4,0.00%
,Massachusetts,25,2004,2004,All other non-drug and non-alcohol causes,O,53442,6412281,833.4,742.1,0.10%
Total,Massachusetts,25,2004,2004,,,54511,6412281,850.1,758.3,0.10%
,Massachusetts,25,2005,2005,Drug-induced causes,D,867,6403290,13.5,13.3,0.00%
,Massachusetts,25,2005,2005,Alcohol-induced causes,A,380,6403290,5.9,5.5,0.00%
,Massachusetts,25,2005,2005,All other non-drug and non-alcohol causes,O,52627,6403290,821.9,722.8,0.10%
Total,Massachusetts,25,2005,2005,,,53874,6403290,841.3,741.6,0.10%
,Massachusetts,25,2006,2006,Drug-induced causes,D,1021,6410084,15.9,15.5,0.00%
,Massachusetts,25,2006,2006,Alcohol-induced causes,A,371,6410084,5.8,5.2,0.00%
,Massachusetts,25,2006,2006,All other non-drug and non-alcohol causes,O,52058,6410084,812.1,706.2,0.10%
Total,Massachusetts,25,2006,2006,,,53450,6410084,833.8,726.8,0.10%
,Massachusetts,25,2007,2007,Drug-induced causes,D,1003,6431559,15.6,15.3,0.00%
,Massachusetts,25,2007,2007,Alcohol-induced causes,A,440,6431559,6.8,6.2,0.00%
,Massachusetts,25,2007,2007,All other non-drug and non-alcohol causes,O,51474,6431559,800.3,688.4,0.10%
Total,Massachusetts,25,2007,2007,,,52917,6431559,822.8,709.8,0.10%
,Massachusetts,25,2008,2008,Drug-induced causes,D,885,6468967,13.7,13.4,0.00%
,Massachusetts,25,2008,2008,Alcohol-induced causes,A,431,6468967,6.7,6,0.00%
,Massachusetts,25,2008,2008,All other non-drug and non-alcohol causes,O,52202,6468967,807,686.7,0.10%
Total,Massachusetts,25,2008,2008,,,53518,6468967,827.3,706.1,0.10%
,Massachusetts,25,2009,2009,Drug-induced causes,D,916,6517613,14.1,13.7,0.00%
,Massachusetts,25,2009,2009,Alcohol-induced causes,A,421,6517613,6.5,5.9,0.00%
,Massachusetts,25,2009,2009,All other non-drug and non-alcohol causes,O,50971,6517613,782.1,661.8,0.10%
Total,Massachusetts,25,2009,2009,,,52308,6517613,802.6,681.4,0.10%
,Massachusetts,25,2010,2010,Drug-induced causes,D,836,6547629,12.8,12.5,0.00%
